personId,recruitingClassYear,primaryPosition,stars,nationalRank,positionRank,stateRank,hometownCity,hometownState,heightInches,weightPounds,archetype,currentAbility,potentialAbility,developmentTrait,academicFit,characterRisk,nilDemand,commitmentStatus
person_018280,2027,LB,2,1858,,,Atlanta,SC,74,236,Run Stopper,55,60,elite,50,low,70815,uncommitted
person_018281,2027,OL,3,1859,,,Atlanta,AL,79,325,Coverage,58,70,impact,46,low,1547485,uncommitted
person_018282,2027,WR,3,1860,,,Charlotte,TN,73,187,Speed Back,59,79,normal,68,low,468675,uncommitted
person_018283,2027,QB,2,1861,,,Atlanta,OK,72,215,Dual Threat,57,73,quick,69,low,170167,uncommitted
person_018284,2027,WR,3,1862,,,Tampa,AL,75,217,Run Stopper,63,69,normal,48,high,221436,uncommitted
person_018285,2027,TE,3,1863,,,Oklahoma City,TX,80,239,Run Stopper,57,71,quick,44,low,892396,uncommitted
person_018286,2027,TE,3,1864,,,Houston,AZ,78,253,Coverage,63,72,quick,69,low,861635,uncommitted
person_018287,2027,OL,3,1865,,,Atlanta,AZ,76,339,Mauler,61,83,impact,68,low,520720,uncommitted
person_018288,2027,LS,3,1866,,,Phoenix,MS,72,243,Run Stopper,66,80,normal,65,medium,1269613,uncommitted
person_018289,2027,LB,3,1867,,,Detroit,OH,73,240,Edge Rusher,60,69,normal,72,high,403145,uncommitted
person_018290,2027,WR,2,1868,,,Atlanta,TX,68,213,Coverage,49,67,elite,99,medium,301389,uncommitted
person_018291,2027,LB,2,1869,,,Charlotte,OK,72,244,Coverage,53,67,elite,72,low,113365,uncommitted
person_018292,2027,TE,2,1870,,,Atlanta,SC,79,253,Hybrid,54,64,normal,87,low,446941,uncommitted
person_018293,2027,DL,3,1871,,,Detroit,SC,74,322,Possession,66,88,elite,90,high,1484778,uncommitted
person_018294,2027,OL,3,1872,,,Phoenix,IL,78,319,Zone Fit,59,68,elite,72,high,1508555,uncommitted
person_018295,2027,OL,4,1873,,,Baton Rouge,IL,77,313,Zone Fit,71,79,normal,58,medium,1237602,uncommitted
person_018296,2027,CB,4,1874,,,Cleveland,MI,70,189,Mauler,69,83,impact,55,low,1149466,uncommitted
person_018297,2027,DL,4,1875,,,Baton Rouge,IL,79,313,Mauler,77,94,normal,72,low,3451668,uncommitted
person_018298,2027,TE,3,1876,,,Jacksonville,AL,77,233,Possession,68,89,impact,74,medium,318838,uncommitted
person_018299,2027,CB,3,1877,,,Detroit,CA,69,202,Coverage,61,73,impact,58,medium,442450,uncommitted
person_018300,2027,LB,4,1878,,,Houston,AZ,74,247,Run Stopper,74,94,impact,67,low,3866682,uncommitted
person_018301,2027,WR,2,1879,,,New Orleans,AZ,76,182,Power Back,55,73,normal,69,high,180341,uncommitted
person_018302,2027,S,3,1880,,,Cleveland,VA,72,202,Hybrid,63,73,quick,66,high,145789,uncommitted
person_018303,2027,OL,3,1881,,,Dallas,MI,76,318,Coverage,57,77,normal,82,low,525445,uncommitted
person_018304,2027,K,4,1882,,,New Orleans,IL,70,178,Field General,77,96,impact,39,high,3953061,uncommitted
person_018305,2027,WR,2,1883,,,Detroit,IL,77,214,Zone Fit,50,58,impact,64,high,100592,uncommitted
person_018306,2027,DL,3,1884,,,Tampa,OK,77,288,Field General,69,81,impact,51,low,678747,uncommitted
person_018307,2027,OL,2,1885,,,Oklahoma City,AZ,75,303,Dual Threat,53,72,elite,90,medium,111810,uncommitted
person_018308,2027,WR,3,1886,,,New Orleans,NC,68,208,Deep Threat,68,86,elite,56,low,194996,uncommitted
person_018309,2027,DL,5,1887,,,New Orleans,FL,76,290,Speed Back,86,99,impact,92,low,3500356,uncommitted
person_018310,2027,LB,4,1888,,,Miami,MS,75,233,Zone Fit,74,82,impact,88,medium,3064401,uncommitted
person_018311,2027,DL,2,1889,,,Los Angeles,SC,74,287,Mauler,48,66,normal,75,low,187529,uncommitted
person_018312,2027,CB,2,1890,,,Atlanta,NJ,68,173,Possession,48,69,elite,66,high,450709,uncommitted
person_018313,2027,LB,3,1891,,,New Orleans,LA,74,227,Zone Fit,59,72,quick,80,medium,141955,uncommitted
person_018314,2027,LB,2,1892,,,Detroit,VA,77,224,Edge Rusher,47,68,impact,51,high,193422,uncommitted
person_018315,2027,CB,2,1893,,,Tampa,NJ,74,192,Field General,55,67,impact,88,high,421839,uncommitted
person_018316,2027,CB,4,1894,,,Miami,TN,68,199,Zone Fit,69,88,impact,99,low,2390222,uncommitted
person_018317,2027,OL,2,1895,,,Charlotte,VA,76,318,Speed Back,54,73,impact,41,medium,183174,uncommitted
person_018318,2027,OL,2,1896,,,New Orleans,GA,78,338,Power Back,49,67,normal,69,low,391501,uncommitted
person_018319,2027,S,5,1897,,,Charlotte,MS,75,202,Run Stopper,83,96,normal,64,medium,1287342,uncommitted
person_018320,2027,DL,5,1898,,,Houston,OK,79,311,Speed Back,82,89,elite,67,medium,3212127,uncommitted
person_018321,2027,DL,2,1899,,,Charlotte,LA,78,317,Run Stopper,49,68,elite,68,low,381575,uncommitted
person_018322,2027,WR,3,1900,,,Tulsa,NC,75,173,Speed Back,69,88,normal,88,low,963851,uncommitted
person_018323,2027,P,2,1901,,,Charlotte,TX,73,175,Dual Threat,58,80,impact,60,low,119432,uncommitted
person_018324,2027,LB,2,1902,,,Phoenix,TN,77,216,Possession,59,67,elite,55,medium,452424,uncommitted
person_018325,2027,EDGE,3,1903,,,Houston,AL,76,251,Dual Threat,69,79,quick,55,medium,1133687,uncommitted
person_018326,2027,S,4,1904,,,Detroit,CA,75,215,Coverage,77,93,normal,68,low,426301,uncommitted
person_018327,2027,CB,3,1905,,,Baton Rouge,LA,73,188,Hybrid,67,72,elite,65,low,634650,uncommitted
person_018328,2027,ATH,2,1906,,,New Orleans,MS,77,194,Hybrid,59,80,impact,83,high,43652,uncommitted
person_018329,2027,WR,2,1907,,,New Orleans,CA,76,202,Hybrid,50,69,quick,60,high,420480,uncommitted
person_018330,2027,RB,2,1908,,,Detroit,LA,72,221,Speed Back,59,76,quick,54,low,292323,uncommitted
person_018331,2027,K,2,1909,,,Cleveland,AL,73,180,Zone Fit,58,79,elite,69,high,324253,uncommitted
person_018332,2027,OL,4,1910,,,Miami,PA,80,306,Speed Back,70,76,normal,61,low,3245041,uncommitted
person_018333,2027,P,3,1911,,,Phoenix,NC,70,185,Edge Rusher,62,79,quick,71,high,165685,uncommitted
person_018334,2027,TE,4,1912,,,Detroit,NJ,77,238,Speed Back,74,86,quick,43,high,3763350,uncommitted
person_018335,2027,QB,4,1913,,,Cleveland,TN,75,220,Field General,80,99,elite,43,medium,834391,uncommitted
person_018336,2027,S,2,1914,,,Los Angeles,TN,75,210,Power Back,56,71,impact,69,medium,371170,uncommitted
person_018337,2027,OL,2,1915,,,Baton Rouge,PA,80,296,Dual Threat,47,62,elite,77,medium,344118,uncommitted
person_018338,2027,WR,2,1916,,,Houston,VA,77,220,Field General,47,54,normal,60,low,287822,uncommitted
person_018339,2027,WR,2,1917,,,Cleveland,SC,77,197,Edge Rusher,57,73,normal,63,low,373500,uncommitted
person_018340,2027,DL,2,1918,,,Oklahoma City,PA,75,305,Speed Back,58,74,quick,62,low,43483,uncommitted
person_018341,2027,OL,4,1919,,,Tampa,OH,78,320,Coverage,76,83,normal,71,low,590988,uncommitted
person_018342,2027,RB,2,1920,,,Houston,GA,74,192,Speed Back,55,77,impact,94,medium,273577,uncommitted
person_018343,2027,TE,2,1921,,,Atlanta,NJ,78,255,Run Stopper,52,57,normal,54,low,540099,uncommitted
person_018344,2027,LB,3,1922,,,Dallas,VA,76,232,Run Stopper,58,70,impact,46,high,1486848,uncommitted
person_018345,2027,WR,2,1923,,,Jacksonville,AZ,73,207,Run Stopper,47,63,impact,64,low,104675,uncommitted
person_018346,2027,RB,4,1924,,,New Orleans,IL,70,195,Possession,79,99,impact,87,low,1559023,uncommitted
person_018347,2027,CB,2,1925,,,Cleveland,LA,68,170,Coverage,56,73,normal,95,high,171987,uncommitted
person_018348,2027,WR,3,1926,,,Miami,NJ,74,195,Speed Back,67,89,quick,68,low,963583,uncommitted
person_018349,2027,EDGE,3,1927,,,Los Angeles,TN,78,277,Zone Fit,68,87,impact,83,low,811084,uncommitted
person_018350,2027,OL,2,1928,,,Dallas,GA,78,308,Zone Fit,54,62,quick,77,low,456410,uncommitted
person_018351,2027,LB,2,1929,,,Tampa,SC,72,244,Mauler,51,73,normal,60,low,463714,uncommitted
person_018352,2027,EDGE,3,1930,,,Cleveland,VA,77,270,Zone Fit,60,66,elite,50,high,797933,uncommitted
person_018353,2027,CB,4,1931,,,Tampa,MI,73,203,Dual Threat,81,87,elite,74,high,3208269,uncommitted
person_018354,2027,LB,3,1932,,,Houston,AZ,75,227,Edge Rusher,66,75,elite,71,medium,1238843,uncommitted
person_018355,2027,WR,3,1933,,,Dallas,GA,72,182,Possession,66,74,elite,71,high,647468,uncommitted
person_018356,2027,RB,2,1934,,,Cleveland,MS,73,218,Hybrid,52,66,impact,93,low,550562,uncommitted
person_018357,2027,OL,4,1935,,,Tulsa,PA,76,297,Field General,74,82,normal,57,low,3629636,uncommitted
person_018358,2027,S,4,1936,,,Miami,OK,74,186,Field General,79,98,elite,84,medium,2411589,uncommitted
person_018359,2027,LB,4,1937,,,Miami,NJ,74,224,Deep Threat,70,84,normal,66,low,2213488,uncommitted
person_018360,2027,S,4,1938,,,Jacksonville,FL,74,197,Run Stopper,74,81,quick,79,low,898986,uncommitted
person_018361,2027,WR,2,1939,,,Tulsa,GA,70,194,Hybrid,47,57,quick,90,low,276019,uncommitted
person_018362,2027,EDGE,3,1940,,,Atlanta,MI,76,252,Hybrid,69,76,quick,80,medium,274961,uncommitted
person_018363,2027,WR,3,1941,,,Oklahoma City,CA,76,216,Field General,66,72,elite,58,low,1370923,uncommitted
person_018364,2027,DL,3,1942,,,Dallas,MI,77,324,Hybrid,62,80,impact,89,high,1018826,uncommitted
person_018365,2027,ATH,2,1943,,,Dallas,LA,76,192,Zone Fit,54,65,normal,64,low,354118,uncommitted
person_018366,2027,DL,3,1944,,,Dallas,TN,79,286,Possession,68,76,elite,68,high,359476,uncommitted
person_018367,2027,DL,2,1945,,,Tulsa,OK,74,320,Deep Threat,51,68,quick,86,low,371846,uncommitted
person_018368,2027,OL,3,1946,,,Dallas,NC,75,334,Deep Threat,61,77,impact,53,low,1258476,uncommitted
person_018369,2027,EDGE,2,1947,,,Jacksonville,TX,78,275,Run Stopper,47,52,normal,99,high,146435,uncommitted
person_018370,2027,QB,4,1948,,,Los Angeles,TN,78,221,Hybrid,78,95,normal,73,low,4270751,uncommitted
person_018371,2027,S,4,1949,,,Detroit,MS,74,191,Hybrid,80,94,quick,92,low,3122859,uncommitted
person_018372,2027,OL,2,1950,,,Atlanta,NJ,75,290,Speed Back,57,77,elite,35,high,88661,uncommitted
person_018373,2027,P,3,1951,,,Tampa,AZ,75,178,Possession,63,77,quick,86,low,182368,uncommitted
person_018374,2027,S,2,1952,,,Detroit,LA,71,210,Power Back,54,72,impact,61,high,126510,uncommitted
person_018375,2027,WR,3,1953,,,Baton Rouge,VA,70,211,Speed Back,66,74,normal,48,high,1249817,uncommitted
person_018376,2027,DL,3,1954,,,Phoenix,CA,73,292,Edge Rusher,64,80,impact,71,medium,317689,uncommitted
person_018377,2027,WR,3,1955,,,Baton Rouge,NC,68,190,Field General,59,78,impact,83,low,136701,uncommitted
person_018378,2027,RB,2,1956,,,New Orleans,GA,69,226,Edge Rusher,48,68,impact,62,low,409064,uncommitted
person_018379,2027,ATH,3,1957,,,Miami,NC,71,199,Coverage,62,72,normal,62,low,1604438,uncommitted
person_018380,2027,OL,4,1958,,,Atlanta,SC,76,287,Possession,75,87,quick,90,medium,4019017,uncommitted
person_018381,2027,LB,4,1959,,,Cleveland,VA,75,238,Hybrid,74,83,elite,74,low,1437173,uncommitted
person_018382,2027,TE,3,1960,,,New Orleans,CA,75,233,Run Stopper,61,82,normal,70,low,1579638,uncommitted
person_018383,2027,WR,3,1961,,,New Orleans,IL,75,203,Deep Threat,67,72,normal,84,low,1278497,uncommitted
person_018384,2027,OL,4,1962,,,Charlotte,SC,79,297,Coverage,71,89,elite,82,low,1474182,uncommitted
person_018385,2027,LB,2,1963,,,Baton Rouge,OH,75,227,Zone Fit,52,66,elite,88,low,138355,uncommitted
person_018386,2027,OL,4,1964,,,Dallas,TX,75,336,Zone Fit,69,87,impact,42,low,1222589,uncommitted
person_018387,2027,WR,3,1965,,,Detroit,CA,76,217,Mauler,57,72,quick,82,low,510079,uncommitted
person_018388,2027,CB,3,1966,,,Atlanta,NC,73,177,Speed Back,62,72,impact,52,high,1098581,uncommitted
person_018389,2027,OL,2,1967,,,Dallas,OK,78,338,Field General,57,66,normal,58,low,509917,uncommitted
person_018390,2027,LB,3,1968,,,Charlotte,FL,72,217,Hybrid,57,75,quick,55,low,389536,uncommitted
person_018391,2027,TE,2,1969,,,Cleveland,OH,76,235,Edge Rusher,52,65,elite,99,low,90930,uncommitted
person_018392,2027,ATH,4,1970,,,Dallas,MS,76,233,Dual Threat,80,97,elite,91,low,4053614,uncommitted
person_018393,2027,EDGE,3,1971,,,Cleveland,IL,77,253,Dual Threat,57,63,elite,76,low,1433107,uncommitted
person_018394,2027,ATH,3,1972,,,Los Angeles,SC,76,190,Speed Back,63,73,elite,64,high,1459387,uncommitted
person_018395,2027,OL,2,1973,,,Oklahoma City,CA,76,339,Dual Threat,58,77,quick,71,medium,94224,uncommitted
person_018396,2027,LB,2,1974,,,Oklahoma City,MI,77,216,Power Back,56,73,quick,65,low,404297,uncommitted
person_018397,2027,WR,3,1975,,,Oklahoma City,NC,73,189,Power Back,67,79,quick,62,medium,1692421,uncommitted
person_018398,2027,DL,3,1976,,,Charlotte,VA,78,315,Dual Threat,67,89,elite,45,low,1685028,uncommitted
person_018399,2027,EDGE,3,1977,,,Jacksonville,OH,76,257,Field General,61,81,normal,42,low,505629,uncommitted
person_018400,2027,OL,2,1978,,,Jacksonville,NJ,75,323,Power Back,49,59,normal,70,low,427403,uncommitted
person_018401,2027,WR,2,1979,,,Jacksonville,VA,76,172,Hybrid,57,74,elite,72,low,420302,uncommitted
person_018402,2027,QB,3,1980,,,Tampa,MI,77,215,Run Stopper,65,86,normal,58,low,1082908,uncommitted
person_018403,2027,EDGE,2,1981,,,Miami,FL,74,235,Deep Threat,48,63,impact,43,high,510215,uncommitted
person_018404,2027,K,3,1982,,,Cleveland,CA,73,208,Dual Threat,58,74,impact,87,high,1067561,uncommitted
person_018405,2027,DL,3,1983,,,Detroit,CA,79,274,Power Back,67,72,normal,56,medium,184155,uncommitted
person_018406,2027,OL,2,1984,,,Cleveland,NJ,76,309,Run Stopper,49,62,elite,44,low,302768,uncommitted
person_018407,2027,EDGE,3,1985,,,Tampa,NC,76,276,Possession,64,77,impact,29,low,626848,uncommitted
person_018408,2027,DL,2,1986,,,Detroit,MI,73,279,Dual Threat,53,62,impact,87,medium,76101,uncommitted
person_018409,2027,K,3,1987,,,Charlotte,MS,72,175,Zone Fit,57,68,quick,73,medium,952373,uncommitted
person_018410,2027,CB,4,1988,,,Tampa,NC,72,172,Dual Threat,80,91,quick,69,low,1910592,uncommitted
person_018411,2027,WR,3,1989,,,Phoenix,PA,69,205,Edge Rusher,66,77,quick,47,high,334505,uncommitted
person_018412,2027,DL,3,1990,,,Los Angeles,AZ,75,305,Edge Rusher,59,72,normal,76,high,1260256,uncommitted
person_018413,2027,K,3,1991,,,Miami,AL,71,195,Coverage,59,71,impact,57,medium,222923,uncommitted
person_018414,2027,OL,3,1992,,,Atlanta,TN,79,322,Mauler,62,75,quick,44,low,840026,uncommitted
person_018415,2027,CB,2,1993,,,Los Angeles,GA,73,185,Zone Fit,57,74,impact,90,high,113503,uncommitted
person_018416,2027,DL,3,1994,,,Tulsa,FL,75,292,Run Stopper,64,76,quick,78,medium,1631300,uncommitted
person_018417,2027,EDGE,3,1995,,,Phoenix,OH,76,253,Dual Threat,59,67,elite,79,high,361323,uncommitted
person_018418,2027,LB,3,1996,,,Cleveland,SC,73,230,Deep Threat,65,87,impact,82,low,148904,uncommitted
person_018419,2027,EDGE,5,1997,,,New Orleans,PA,78,249,Possession,84,99,impact,54,high,2614542,uncommitted
person_018420,2027,TE,2,1998,,,Miami,MS,77,252,Edge Rusher,59,78,impact,58,medium,327747,uncommitted
person_018421,2027,QB,2,1999,,,Baton Rouge,OK,74,203,Zone Fit,51,58,elite,90,high,42924,uncommitted
person_018422,2027,EDGE,3,2000,,,Dallas,AL,77,268,Possession,69,88,elite,66,low,1042269,uncommitted
person_018423,2027,QB,2,2001,,,Houston,PA,74,199,Mauler,59,72,impact,87,low,120369,uncommitted
person_018424,2027,DL,2,2002,,,Dallas,TN,77,277,Zone Fit,56,62,impact,17,low,71176,uncommitted
person_018425,2027,OL,3,2003,,,Houston,AL,76,322,Run Stopper,58,63,quick,43,medium,519372,uncommitted
person_018426,2027,LB,2,2004,,,Oklahoma City,OK,73,232,Deep Threat,48,53,normal,88,medium,114067,uncommitted
person_018427,2027,OL,3,2005,,,Atlanta,OH,78,337,Power Back,66,77,impact,74,low,228386,uncommitted
person_018428,2027,CB,2,2006,,,Oklahoma City,SC,69,192,Dual Threat,53,59,quick,74,low,40720,uncommitted
person_018429,2027,CB,2,2007,,,Atlanta,MS,74,175,Hybrid,57,78,normal,56,high,487394,uncommitted
person_018430,2027,OL,4,2008,,,Phoenix,TX,75,329,Dual Threat,69,87,elite,76,low,678809,uncommitted
person_018431,2027,CB,4,2009,,,New Orleans,MI,73,184,Dual Threat,78,92,impact,66,low,3553884,uncommitted
person_018432,2027,WR,3,2010,,,Los Angeles,NJ,71,210,Run Stopper,69,74,elite,55,low,1007070,uncommitted
person_018433,2027,LB,3,2011,,,Jacksonville,TX,75,235,Mauler,57,64,elite,99,high,592968,uncommitted
person_018434,2027,OL,2,2012,,,Charlotte,MI,76,288,Dual Threat,48,53,elite,61,low,225355,uncommitted
person_018435,2027,WR,3,2013,,,Detroit,NJ,72,172,Speed Back,65,75,normal,58,medium,627010,uncommitted
person_018436,2027,LB,3,2014,,,Detroit,GA,74,218,Power Back,66,82,impact,54,medium,838076,uncommitted
person_018437,2027,S,3,2015,,,Miami,CA,75,191,Edge Rusher,63,76,impact,70,high,1860081,uncommitted
person_018438,2027,S,2,2016,,,Phoenix,GA,73,211,Coverage,52,70,normal,54,low,135526,uncommitted
person_018439,2027,OL,3,2017,,,New Orleans,OK,77,305,Mauler,64,86,impact,71,low,297938,uncommitted
person_018440,2027,QB,2,2018,,,Jacksonville,AL,75,212,Possession,57,66,impact,77,low,449320,uncommitted
person_018441,2027,QB,3,2019,,,Houston,LA,76,210,Speed Back,63,76,elite,67,low,920280,uncommitted
person_018442,2027,S,3,2020,,,Charlotte,SC,71,187,Dual Threat,64,70,impact,49,low,1010310,uncommitted
person_018443,2027,LS,4,2021,,,Baton Rouge,TX,73,239,Deep Threat,79,85,impact,35,low,1659335,uncommitted
person_018444,2027,RB,4,2022,,,Dallas,VA,74,195,Zone Fit,71,76,elite,95,medium,4460983,uncommitted
person_018445,2027,LB,2,2023,,,New Orleans,AZ,73,250,Power Back,47,54,elite,97,high,303966,uncommitted
person_018446,2027,DL,4,2024,,,Detroit,FL,77,271,Coverage,69,84,impact,56,high,948575,uncommitted
person_018447,2027,S,3,2025,,,Baton Rouge,LA,72,220,Possession,69,91,normal,99,high,1681830,uncommitted
person_018448,2027,OL,3,2026,,,Los Angeles,OK,79,312,Deep Threat,59,67,impact,69,low,1107144,uncommitted
person_018449,2027,CB,2,2027,,,Tampa,AZ,74,180,Deep Threat,58,74,impact,61,high,185111,uncommitted
person_018450,2027,RB,3,2028,,,Dallas,MS,70,205,Mauler,66,84,impact,84,medium,152749,uncommitted
person_018451,2027,OL,3,2029,,,Baton Rouge,FL,80,340,Zone Fit,68,85,impact,75,high,1122724,uncommitted
person_018452,2027,WR,3,2030,,,Baton Rouge,TN,75,216,Mauler,68,84,normal,86,medium,294085,uncommitted
person_018453,2027,TE,3,2031,,,Phoenix,IL,77,253,Possession,68,85,normal,85,medium,1795523,uncommitted
person_018454,2027,DL,4,2032,,,Tampa,OK,77,295,Possession,77,83,impact,70,low,573873,uncommitted
person_018455,2027,LB,4,2033,,,Jacksonville,MS,76,222,Coverage,79,87,impact,30,high,1560045,uncommitted
person_018456,2027,WR,5,2034,,,Los Angeles,CA,68,173,Possession,93,99,quick,82,low,6494778,uncommitted
person_018457,2027,CB,2,2035,,,Dallas,VA,73,175,Field General,54,70,impact,68,low,263632,uncommitted
person_018458,2027,QB,4,2036,,,Dallas,MI,77,201,Run Stopper,78,94,elite,44,low,1375446,uncommitted
person_018459,2027,TE,3,2037,,,Los Angeles,PA,80,257,Power Back,62,72,normal,75,low,1321550,uncommitted
person_018460,2027,CB,2,2038,,,Tampa,GA,71,200,Deep Threat,59,76,quick,44,low,76323,uncommitted
person_018461,2027,OL,3,2039,,,Atlanta,AZ,80,299,Hybrid,64,69,normal,72,medium,1336692,uncommitted
person_018462,2027,OL,4,2040,,,Charlotte,MS,75,339,Speed Back,72,91,elite,82,high,4416924,uncommitted
person_018463,2027,OL,3,2041,,,Atlanta,AL,78,310,Edge Rusher,59,79,quick,87,high,1556304,uncommitted
person_018464,2027,DL,3,2042,,,Los Angeles,AL,73,313,Coverage,67,87,quick,79,low,1567537,uncommitted
person_018465,2027,OL,2,2043,,,Atlanta,TX,80,321,Dual Threat,56,74,impact,65,medium,467518,uncommitted
person_018466,2027,K,2,2044,,,New Orleans,GA,71,214,Coverage,58,65,normal,65,medium,178534,uncommitted
person_018467,2027,TE,2,2045,,,Jacksonville,NC,75,240,Power Back,50,63,impact,67,low,354621,uncommitted
person_018468,2027,RB,3,2046,,,Tulsa,FL,73,223,Field General,64,70,normal,83,medium,1070453,uncommitted
person_018469,2027,OL,3,2047,,,Tulsa,OH,79,285,Hybrid,66,77,normal,58,low,198886,uncommitted
person_018470,2027,QB,4,2048,,,Atlanta,IL,74,212,Hybrid,72,89,quick,56,high,1201697,uncommitted
person_018471,2027,CB,2,2049,,,Phoenix,TN,69,186,Field General,52,72,elite,65,high,434394,uncommitted
person_018472,2027,LB,2,2050,,,New Orleans,VA,73,249,Possession,49,62,quick,51,low,282537,uncommitted
person_018473,2027,ATH,2,2051,,,Detroit,IL,76,237,Power Back,50,61,impact,79,medium,73566,uncommitted
person_018474,2027,DL,3,2052,,,Tampa,CA,73,285,Possession,61,81,impact,46,low,1158338,uncommitted
person_018475,2027,WR,2,2053,,,Phoenix,TN,74,208,Coverage,52,65,elite,60,medium,308471,uncommitted
person_018476,2027,OL,3,2054,,,Cleveland,IL,79,291,Deep Threat,61,81,impact,76,high,1675197,uncommitted
person_018477,2027,ATH,3,2055,,,Charlotte,FL,75,207,Speed Back,66,76,elite,69,high,1657390,uncommitted
person_018478,2027,WR,5,2056,,,Phoenix,TX,72,180,Power Back,84,98,quick,81,low,7518666,uncommitted
person_018479,2027,EDGE,5,2057,,,Los Angeles,OH,78,238,Edge Rusher,85,92,quick,46,medium,3325001,uncommitted
person_018480,2027,CB,2,2058,,,Phoenix,MS,70,173,Mauler,54,71,normal,62,high,516208,uncommitted
person_018481,2027,K,2,2059,,,Oklahoma City,VA,74,175,Edge Rusher,54,67,elite,84,high,343257,uncommitted
person_018482,2027,DL,3,2060,,,Los Angeles,GA,79,298,Power Back,65,77,normal,96,high,557568,uncommitted
person_018483,2027,WR,2,2061,,,Tulsa,FL,68,170,Hybrid,51,60,normal,73,low,302786,uncommitted
person_018484,2027,QB,2,2062,,,Phoenix,IL,77,220,Run Stopper,51,72,elite,50,low,524040,uncommitted
person_018485,2027,LB,2,2063,,,Detroit,OH,74,249,Speed Back,53,62,quick,65,low,295714,uncommitted
person_018486,2027,LB,3,2064,,,Cleveland,FL,76,241,Hybrid,66,87,quick,75,low,888517,uncommitted
